match_id,tourney_slug,match_stats_url_suffix,match_time,match_duration,winner_player_id,winner_serve_rating,winner_aces,winner_double_faults,winner_first_serves_in,winner_first_serves_total,winner_first_serve_points_won,winner_first_serve_points_total,winner_second_serve_points_won,winner_second_serve_points_total,winner_break_points_saved,winner_break_points_serve_total,winner_service_games_played,winner_return_rating,winner_first_serve_return_won,winner_first_serve_return_total,winner_second_serve_return_won,winner_second_serve_return_total,winner_break_points_converted,winner_break_points_return_total,winner_return_games_played,winner_service_points_won,winner_service_points_total,winner_return_points_won,winner_return_points_total,winner_total_points_won,winner_total_points_total,loser_player_id,loser_serve_rating,loser_aces,loser_double_faults,loser_first_serves_in,loser_first_serves_total,loser_first_serve_points_won,loser_first_serve_points_total,loser_second_serve_points_won,loser_second_serve_points_total,loser_break_points_saved,loser_break_points_serve_total,loser_service_games_played,loser_return_rating,loser_first_serve_return_won,loser_first_serve_return_total,loser_second_serve_return_won,loser_second_serve_return_total,loser_break_points_converted,loser_break_points_return_total,loser_return_games_played,loser_service_points_won,loser_service_points_total,loser_return_points_won,loser_return_points_total,loser_total_points_won,loser_total_points_total
2023-2843-2023-3-16-d643-lb66,adelaide,/en/scores/stats-centre/archive/2023/2843/ms016,01:14:55,74,d643,321,4,2,29,47,25,29,13,18,1,1,9,160,17,39,7,17,3,8,8,38,47,24,56,62,103,lb66,248,3,1,39,56,22,39,10,17,5,8,8,42,4,29,5,18,0,1,9,32,56,9,47,41,103
2023-2843-2023-3-15-p09z-ag37,adelaide,/en/scores/stats-centre/archive/2023/2843/ms031,01:54:52,114,p09z,299,11,2,45,67,35,45,13,22,1,2,11,142,12,45,10,21,2,4,11,48,67,22,66,70,133,ag37,278,7,2,45,66,33,45,11,21,2,4,11,122,10,45,9,22,1,2,11,44,66,19,67,63,133
2023-2843-2023-3-14-mm58-su87,adelaide,/en/scores/stats-centre/archive/2023/2843/ms020,01:42:34,102,mm58,280,5,2,45,70,30,45,15,25,9,10,8,117,7,32,14,25,1,4,7,45,70,21,57,66,127,su87,264,1,1,32,57,25,32,11,25,3,4,7,96,15,45,10,25,1,10,8,36,57,25,70,61,127
2023-2843-2023-3-13-bd06-re44,adelaide,/en/scores/stats-centre/archive/2023/2843/ms027,01:49:48,109,bd06,299,8,1,54,79,40,54,17,25,2,4,15,167,12,52,18,29,3,5,14,57,79,30,81,87,160,re44,261,15,6,52,81,40,52,11,29,2,5,14,121,14,54,8,25,2,4,15,51,81,22,79,73,160
2023-2843-2023-3-12-n732-r0dg,adelaide,/en/scores/stats-centre/archive/2023/2843/ms028,02:05:12,125,n732,248,0,8,54,86,36,54,16,32,5,9,14,153,17,57,22,38,4,11,14,52,86,39,95,91,181,r0dg,246,14,8,57,95,40,57,16,38,7,11,14,156,18,54,16,32,4,9,14,56,95,34,86,90,181
2023-2843-2023-3-11-s0ag-e831,adelaide,/en/scores/stats-centre/archive/2023/2843/ms024,01:05:03,65,s0ag,336,5,1,25,41,23,25,13,16,0,0,9,200,6,21,16,27,3,4,8,36,41,22,48,58,89,e831,218,1,2,21,48,15,21,11,27,1,4,8,27,2,25,3,16,0,0,9,26,48,5,41,31,89
2023-2843-2023-3-10-su55-h0bh,adelaide,/en/scores/stats-centre/archive/2023/2843/ms019,02:00:53,120,su55,254,7,9,42,77,30,42,18,35,5,8,13,153,15,58,23,35,4,12,14,48,77,38,93,86,170,h0bh,241,2,5,58,93,43,58,12,35,8,12,14,138,12,42,17,35,3,8,13,55,93,29,77,84,170
2023-2843-2023-3-9-ke29-cg04,adelaide,/en/scores/stats-centre/archive/2023/2843/ms023,01:25:55,85,ke29,279,6,3,34,61,30,34,12,27,6,7,9,182,16,40,11,17,4,12,9,42,61,27,57,69,118,cg04,222,3,2,40,57,24,40,6,17,8,12,9,93,4,34,15,27,1,7,9,30,57,19,61,49,118
2023-2843-2023-3-8-d0co-kf17,adelaide,/en/scores/stats-centre/archive/2023/2843/ms022,01:08:19,68,d0co,320,8,2,18,35,16,18,13,17,3,3,7,218,12,24,18,28,5,12,8,29,35,30,52,59,87,kf17,169,2,3,24,52,12,24,10,28,7,12,8,35,2,18,4,17,0,3,7,22,52,6,35,28,87
2023-2843-2023-3-7-gc88-g628,adelaide,/en/scores/stats-centre/archive/2023/2843/ms030,02:57:18,177,gc88,312,13,2,76,110,59,76,23,34,2,3,18,100,23,74,27,65,2,12,18,82,110,50,139,132,249,g628,272,10,4,74,139,51,74,38,65,10,12,18,94,17,76,11,34,1,3,18,89,139,28,110,117,249
2023-2843-2023-3-6-hb64-tc61,adelaide,/en/scores/stats-centre/archive/2023/2843/ms017,01:16:46,76,hb64,336,14,2,30,47,27,30,13,17,0,0,10,149,12,38,15,27,2,5,9,40,47,27,65,67,112,tc61,250,5,4,38,65,26,38,12,27,3,5,9,34,3,30,4,17,0,0,10,38,65,7,47,45,112
2023-2843-2023-3-5-ki95-o483,adelaide,/en/scores/stats-centre/archive/2023/2843/ms021,01:34:46,94,ki95,276,4,4,42,74,24,42,23,32,5,6,10,178,8,31,15,24,3,5,10,47,74,23,55,70,129,o483,242,9,2,31,55,23,31,9,24,2,5,10,98,18,42,9,32,1,6,10,32,55,27,74,59,129
2023-2843-2023-3-4-kd46-c0bc,adelaide,/en/scores/stats-centre/archive/2023/2843/ms025,02:11:32,131,kd46,326,21,0,52,72,45,52,13,20,3,4,12,90,12,50,13,32,1,6,12,58,72,25,82,83,154,c0bc,294,20,8,50,82,38,50,19,32,5,6,12,82,7,52,7,20,1,4,12,57,82,14,72,71,154
2023-2843-2023-3-3-k0ah-mc10,adelaide,/en/scores/stats-centre/archive/2023/2843/ms026,01:56:00,116,k0ah,301,12,1,39,64,34,39,14,25,4,5,11,143,9,36,19,33,2,5,10,48,64,28,69,76,133,mc10,250,3,2,36,69,27,36,14,33,3,5,10,86,5,39,11,25,1,5,11,41,69,16,64,57,133
2023-2843-2023-3-2-mk66-ge33,adelaide,/en/scores/stats-centre/archive/2023/2843/ms029,00:40:40,40,mk66,306,4,1,14,20,14,14,2,6,0,0,4,233,9,25,8,14,2,2,5,16,20,17,39,33,59,ge33,232,2,1,25,39,16,25,6,14,0,2,5,67,0,14,4,6,0,0,4,22,39,4,20,26,59
2023-2843-2023-3-1-sx50-y268,adelaide,/en/scores/stats-centre/archive/2023/2843/ms018,01:34:10,94,sx50,292,4,3,40,65,31,40,13,25,5,5,9,163,16,36,12,25,3,8,9,44,65,28,61,72,126,y268,233,2,3,36,61,20,36,13,25,5,8,9,71,9,40,12,25,0,5,9,33,61,21,65,54,126
2023-2843-2023-2-4-kf17-da81,adelaide,/en/scores/stats-centre/archive/2023/2843/qs004,02:57:39,177,kf17,286,8,7,70,126,58,70,30,56,6,7,17,69,21,78,17,40,0,1,17,88,126,38,118,126,244,da81,301,15,2,78,118,57,78,23,40,1,1,17,84,12,70,26,56,1,7,17,80,118,38,126,118,244
2023-2843-2023-2-3-sx50-pd07,adelaide,/en/scores/stats-centre/archive/2023/2843/qs006,02:35:06,155,sx50,314,10,0,62,87,46,62,18,25,3,4,15,143,15,46,21,46,4,11,14,64,87,36,92,100,179,pd07,245,13,8,46,92,31,46,25,46,7,11,14,85,16,62,7,25,1,4,15,56,92,23,87,79,179
2023-2843-2023-2-2-h0bh-d994,adelaide,/en/scores/stats-centre/archive/2023/2843/qs007,01:39:36,99,h0bh,277,7,4,40,74,31,40,18,34,6,7,11,136,10,40,18,36,3,9,11,49,74,28,76,77,150,d994,253,7,2,40,76,30,40,18,36,6,9,11,93,9,40,16,34,1,7,11,48,76,25,74,73,150
2023-2843-2023-2-1-p09z-wb32,adelaide,/en/scores/stats-centre/archive/2023/2843/qs005,02:22:46,142,p09z,270,15,3,65,94,47,65,13,29,1,4,15,185,26,80,22,36,4,6,16,60,94,48,116,108,210,wb32,252,10,5,80,116,54,80,14,36,2,6,16,178,18,65,16,29,3,4,15,68,116,34,94,102,210
2023-2843-2023-1-8-kf17-tb69,adelaide,/en/scores/stats-centre/archive/2023/2843/qs008,01:14:04,74,kf17,268,8,4,31,51,21,31,12,20,0,2,9,230,17,32,13,22,5,9,8,33,51,30,54,63,105,tb69,187,6,2,32,54,15,32,9,22,4,9,8,194,10,31,8,20,2,2,9,24,54,18,51,42,105
2023-2843-2023-1-7-wb32-hh26,adelaide,/en/scores/stats-centre/archive/2023/2843/qs010,01:20:15,80,wb32,303,5,1,42,65,32,42,16,23,3,4,11,160,15,40,9,17,2,4,10,48,65,24,57,72,122,hh26,261,3,0,40,57,25,40,8,17,2,4,10,88,10,42,7,23,1,4,11,33,57,17,65,50,122
2023-2843-2023-1-6-sx50-h997,adelaide,/en/scores/stats-centre/archive/2023/2843/qs012,02:29:59,149,sx50,312,9,1,68,92,51,68,16,24,5,6,16,128,22,66,19,45,3,9,16,67,92,41,111,108,203,h997,267,8,1,66,111,44,66,26,45,6,9,16,81,17,68,8,24,1,6,16,70,111,25,92,95,203
2023-2843-2023-1-5-h0bh-bk24,adelaide,/en/scores/stats-centre/archive/2023/2843/qs014,01:08:05,68,h0bh,319,3,1,30,47,25,30,12,17,0,0,9,177,11,32,18,29,3,7,8,37,47,29,61,66,108,bk24,219,3,3,32,61,21,32,11,29,4,7,8,46,5,30,5,17,0,0,9,32,61,10,47,42,108
2023-2843-2023-1-4-da81-w0c4,adelaide,/en/scores/stats-centre/archive/2023/2843/qs009,01:03:56,63,da81,313,5,0,28,39,21,28,7,11,3,3,6,275,15,28,13,16,6,11,7,28,39,28,44,56,83,w0c4,143,0,1,28,44,13,28,3,16,5,11,7,61,7,28,4,11,0,3,6,16,44,11,39,27,83
2023-2843-2023-1-3-d994-s0s1,adelaide,/en/scores/stats-centre/archive/2023/2843/qs015,01:33:34,93,d994,321,12,2,36,60,32,36,16,24,1,1,11,104,16,51,18,34,1,10,10,48,60,34,85,82,145,s0s1,267,8,6,51,85,35,51,16,34,9,10,10,44,4,36,8,24,0,1,11,51,85,12,60,63,145
2023-2843-2023-1-2-pd07-mh30,adelaide,/en/scores/stats-centre/archive/2023/2843/qs013,01:31:48,91,pd07,290,7,3,30,54,24,30,15,24,2,3,10,181,16,44,15,25,4,9,10,39,54,31,69,70,123,mh30,229,3,0,44,69,28,44,10,25,5,9,10,101,6,30,9,24,1,3,10,38,69,15,54,53,123
2023-2843-2023-1-1-p09z-z371,adelaide,/en/scores/stats-centre/archive/2023/2843/qs011,00:59:14,59,p09z,334,5,1,26,42,23,26,13,16,0,0,9,184,6,26,14,22,3,5,8,36,42,20,48,56,90,z371,229,1,3,26,48,20,26,8,22,2,5,8,30,3,26,3,16,0,0,9,28,48,6,42,34,90
2023-891-2023-7-1-gj37-bm95,pune,/en/scores/stats-centre/archive/2023/891/ms001,02:16:57,136,gj37,299,17,4,61,86,48,61,13,25,3,4,15,140,19,66,18,36,3,7,16,61,86,37,102,98,188,bm95,270,11,4,66,102,47,66,18,36,4,7,16,101,13,61,12,25,1,4,15,65,102,25,86,90,188
2023-891-2023-6-2-bm95-v812,pune,/en/scores/stats-centre/archive/2023/891/ms003,02:29:25,149,bm95,290,10,3,71,101,54,71,16,30,0,2,16,146,20,69,20,37,4,11,15,70,101,40,106,110,207,v812,257,9,3,69,106,49,69,17,37,7,11,15,183,17,71,14,30,2,2,16,66,106,31,101,97,207
2023-891-2023-6-1-gj37-kc56,pune,/en/scores/stats-centre/archive/2023/891/ms002,01:21:48,81,gj37,338,11,2,36,53,32,36,13,17,0,0,10,141,9,31,14,28,2,5,9,45,53,23,59,68,112,kc56,250,3,5,31,59,22,31,14,28,3,5,9,35,4,36,4,17,0,0,10,36,59,8,53,44,112
2023-891-2023-5-3-v812-mn13,pune,/en/scores/stats-centre/archive/2023/891/ms007,01:07:28,67,v812,334,3,1,34,44,29,34,7,10,0,0,9,184,15,37,7,14,3,5,9,36,44,22,51,58,95,mn13,249,1,1,37,51,22,37,7,14,2,5,9,45,5,34,3,10,0,0,9,29,51,8,44,37,95
2023-891-2023-5-2-bm95-kb05,pune,/en/scores/stats-centre/archive/2023/891/ms006,02:05:31,125,bm95,250,7,0,46,77,30,46,15,31,2,5,11,157,21,50,20,40,4,14,11,45,77,41,90,86,167,kb05,229,6,3,50,90,29,50,20,40,10,14,11,174,16,46,16,31,3,5,11,49,90,32,77,81,167
2023-891-2023-5-1-kc56-mo44,pune,/en/scores/stats-centre/archive/2023/891/ms005,01:13:00,73,kc56,290,13,3,40,58,33,40,6,18,5,5,8,216,11,26,12,18,4,8,7,39,58,23,44,62,102,mo44,192,1,3,26,44,15,26,6,18,4,8,7,84,7,40,12,18,0,5,8,21,44,19,58,40,102
2023-891-2023-4-8-c977-cf59,pune,/en/scores/stats-centre/archive/2023/891/ms008,02:02:02,122,c977,292,16,3,54,76,45,54,9,22,2,3,13,150,14,40,16,34,3,7,12,54,76,30,74,84,150,cf59,247,3,3,40,74,26,40,18,34,4,7,12,117,9,54,13,22,1,3,13,44,74,22,76,66,150
2023-891-2023-4-7-v812-c0e9,pune,/en/scores/stats-centre/archive/2023/891/ms015,01:33:41,93,v812,275,2,3,41,64,30,41,13,23,4,6,11,230,14,38,12,21,4,4,11,43,64,26,59,69,123,c0e9,237,5,0,38,59,24,38,9,21,0,4,11,122,11,41,10,23,2,6,11,33,59,21,64,54,123
2023-891-2023-4-6-bm95-rh24,pune,/en/scores/stats-centre/archive/2023/891/ms013,01:20:50,80,bm95,305,5,2,47,65,38,47,9,18,1,1,10,197,9,36,7,14,2,2,9,47,65,16,50,63,115,rh24,276,5,2,36,50,27,36,7,14,0,2,9,69,9,47,9,18,0,1,10,34,50,18,65,52,115
2023-891-2023-4-5-mo44-b0bi,pune,/en/scores/stats-centre/archive/2023/891/ms010,02:12:21,132,mo44,282,0,3,54,77,42,54,10,23,6,7,12,174,23,66,13,19,4,10,13,52,77,36,85,88,162,b0bi,245,5,1,66,85,43,66,6,19,6,10,13,101,12,54,13,23,1,7,12,49,85,25,77,74,162
2023-891-2023-4-4-kb05-mp01,pune,/en/scores/stats-centre/archive/2023/891/ms012,02:10:34,130,kb05,270,9,0,67,93,47,67,12,26,5,8,14,191,13,42,11,30,3,3,13,59,93,24,72,83,165,mp01,269,4,1,42,72,29,42,19,30,0,3,13,143,20,67,14,26,3,8,14,48,72,34,93,82,165
2023-891-2023-4-3-kc56-v942,pune,/en/scores/stats-centre/archive/2023/891/ms011,02:09:13,129,kc56,292,9,6,57,88,47,57,16,31,1,2,12,88,11,55,17,36,1,8,12,63,88,28,91,91,179,v942,287,10,6,55,91,44,55,19,36,7,8,12,124,10,57,15,31,1,2,12,63,91,25,88,88,179
2023-891-2023-4-2-gj37-cf01,pune,/en/scores/stats-centre/archive/2023/891/ms009,01:15:47,75,gj37,324,7,2,35,54,29,35,14,19,0,0,10,136,11,36,10,22,2,5,10,43,54,21,58,64,112,cf01,266,3,3,36,58,25,36,12,22,3,5,10,43,6,35,5,19,0,0,10,37,58,11,54,48,112
2023-891-2023-4-1-mn13-db63,pune,/en/scores/stats-centre/archive/2023/891/ms014,01:31:10,91,mn13,329,11,2,45,63,34,45,14,18,0,0,10,117,10,40,13,26,2,9,10,48,63,23,66,71,129,db63,267,6,3,40,66,30,40,13,26,7,9,10,47,11,45,4,18,0,0,10,43,66,15,63,58,129
2023-891-2023-3-12-db63-mv14,pune,/en/scores/stats-centre/archive/2023/891/ms028,01:04:50,64,db63,345,12,0,26,41,23,26,13,15,0,0,9,180,12,33,11,22,3,5,9,36,41,23,55,59,96,mv14,240,2,2,33,55,21,33,11,22,2,5,9,25,3,26,2,15,0,0,9,32,55,5,41,37,96
2023-891-2023-3-11-kb05-n897,pune,/en/scores/stats-centre/archive/2023/891/ms024,02:24:35,144,kb05,297,8,1,58,89,47,58,17,31,2,3,15,116,22,70,11,26,2,7,15,64,89,33,96,97,185,n897,286,3,2,70,96,48,70,15,26,5,7,15,104,11,58,14,31,1,3,15,63,96,25,89,88,185
2023-891-2023-3-10-gj37-mu94,pune,/en/scores/stats-centre/archive/2023/891/ms019,01:34:16,94,gj37,290,10,6,43,63,36,43,9,20,1,2,11,158,16,46,5,14,3,5,11,45,63,21,60,66,123,mu94,279,2,1,46,60,30,46,9,14,2,5,11,130,7,43,11,20,1,2,11,39,60,18,63,57,123
2023-891-2023-3-9-kc56-a596,pune,/en/scores/stats-centre/archive/2023/891/ms023,01:03:18,63,kc56,320,5,1,26,40,23,26,9,14,0,0,8,226,17,34,9,13,4,7,8,32,40,26,47,58,87,a596,203,1,2,34,47,17,34,4,13,3,7,8,47,3,26,5,14,0,0,8,21,47,8,40,29,87
2023-891-2023-3-8-bm95-t0ap,pune,/en/scores/stats-centre/archive/2023/891/ms026,01:01:36,61,bm95,318,2,0,21,39,18,21,14,18,0,0,8,257,15,31,10,14,4,5,7,32,39,25,45,57,84,t0ap,192,2,1,31,45,16,31,4,14,1,5,7,37,3,21,4,18,0,0,8,20,45,7,39,27,84
2023-891-2023-3-7-cf59-z419,pune,/en/scores/stats-centre/archive/2023/891/ms017,01:40:19,100,cf59,278,0,1,41,60,28,41,10,19,3,4,9,209,20,51,18,28,5,9,10,38,60,38,79,76,139,z419,211,4,5,51,79,31,51,10,28,4,9,10,115,13,41,9,19,1,4,9,41,79,22,60,63,139
2023-891-2023-3-6-cf01-bg23,pune,/en/scores/stats-centre/archive/2023/891/ms018,00:55:52,55,cf01,311,3,0,22,43,18,22,16,21,1,1,8,215,12,25,11,22,4,6,8,34,43,23,47,57,90,bg23,206,2,1,25,47,13,25,11,22,2,6,8,42,4,22,5,21,0,1,8,24,47,9,43,33,90
2023-891-2023-3-5-c0e9-mp13,pune,/en/scores/stats-centre/archive/2023/891/ms030,01:38:19,98,c0e9,252,6,2,36,65,29,36,12,29,6,9,11,204,17,44,16,23,5,10,11,41,65,33,67,74,132,mp13,212,1,1,44,67,27,44,7,23,5,10,11,139,7,36,17,29,3,9,11,34,67,24,65,58,132
2023-891-2023-3-4-mn13-y218,pune,/en/scores/stats-centre/archive/2023/891/ms029,01:52:21,112,mn13,286,12,1,41,65,33,41,13,24,0,2,13,182,17,47,18,37,4,6,13,46,65,35,84,81,149,y218,241,5,2,47,84,30,47,19,37,2,6,13,181,8,41,11,24,2,2,13,49,84,19,65,68,149
2023-891-2023-3-3-mo44-rb56,pune,/en/scores/stats-centre/archive/2023/891/ms021,02:28:52,148,mo44,265,2,5,70,103,49,70,16,33,8,11,15,159,9,42,27,50,4,7,15,65,103,36,92,101,195,rb56,245,11,6,42,92,33,42,23,50,3,7,15,129,21,70,17,33,3,11,15,56,92,38,103,94,195
2023-891-2023-3-2-mp01-d0ji,pune,/en/scores/stats-centre/archive/2023/891/ms025,01:28:10,88,mp01,285,3,1,29,49,22,29,12,20,2,3,9,182,16,37,12,22,4,10,9,34,49,28,59,62,108,d0ji,220,0,0,37,59,21,37,10,22,6,10,9,109,7,29,8,20,1,3,9,31,59,15,49,46,108
2023-891-2023-3-1-v942-a829,pune,/en/scores/stats-centre/archive/2023/891/ms022,01:26:28,86,v942,319,14,0,38,58,29,38,14,20,2,2,10,168,9,37,13,23,2,3,10,43,58,22,60,65,118,a829,260,2,4,37,60,28,37,10,23,1,3,10,54,9,38,6,20,0,2,10,38,60,15,58,53,118
2023-891-2023-2-4-y218-bf55,pune,/en/scores/stats-centre/archive/2023/891/qs005,01:11:19,71,y218,301,8,2,34,56,28,34,12,22,4,4,9,159,9,26,13,23,3,10,8,40,56,22,49,62,105,bf55,223,1,4,26,49,17,26,10,23,7,10,8,63,6,34,10,22,0,4,9,27,49,16,56,43,105
2023-891-2023-2-3-rb56-b0gg,pune,/en/scores/stats-centre/archive/2023/891/qs006,01:29:25,89,rb56,318,14,2,49,70,37,49,14,21,7,7,11,147,9,37,10,19,2,4,10,51,70,19,56,70,126,b0gg,269,2,2,37,56,28,37,9,19,2,4,10,58,12,49,7,21,0,7,11,37,56,19,70,56,126
2023-891-2023-2-2-mn13-mm66,pune,/en/scores/stats-centre/archive/2023/891/qs007,01:11:48,71,mn13,327,11,1,30,44,27,30,9,14,0,0,9,179,11,31,12,19,3,7,8,36,44,23,50,59,94,mm66,224,1,4,31,50,20,31,7,19,4,7,8,46,3,30,5,14,0,0,9,27,50,8,44,35,94
2023-891-2023-2-1-c0e9-kh56,pune,/en/scores/stats-centre/archive/2023/891/qs004,01:31:02,91,c0e9,295,5,2,26,50,21,26,17,24,0,1,10,151,20,55,15,25,3,12,10,38,50,35,80,73,130,kh56,243,3,1,55,80,35,55,10,25,9,12,10,158,5,26,7,24,1,1,10,45,80,12,50,57,130
2023-891-2023-1-8-y218-z246,pune,/en/scores/stats-centre/archive/2023/891/qs010,00:19:20,19,y218,334,2,1,6,9,6,6,2,3,0,0,2,261,2,5,5,7,1,2,1,8,9,7,12,15,21,z246,131,1,0,5,12,3,5,2,7,1,2,1,33,0,6,1,3,0,0,2,5,12,1,9,6,21
2023-891-2023-1-7-b0gg-o659,pune,/en/scores/stats-centre/archive/2023/891/qs012,01:13:49,73,b0gg,292,17,4,37,55,31,37,8,18,0,1,10,215,13,37,9,18,3,3,10,39,55,22,55,61,110,o659,252,2,3,37,55,24,37,9,18,0,3,10,182,6,37,10,18,1,1,10,33,55,16,55,49,110
2023-891-2023-1-6-mn13-ga94,pune,/en/scores/stats-centre/archive/2023/891/qs014,02:20:54,140,mn13,285,5,5,52,93,43,52,24,41,0,2,16,113,11,66,22,43,2,6,17,67,93,33,109,100,202,ga94,285,13,2,66,109,55,66,21,43,4,6,17,171,9,52,17,41,2,2,16,76,109,26,93,102,202
2023-891-2023-1-5-c0e9-v0gi,pune,/en/scores/stats-centre/archive/2023/891/qs009,01:08:35,68,c0e9,293,3,1,30,55,22,30,16,25,4,4,8,204,15,23,12,25,4,12,7,38,55,27,48,65,103,v0gi,177,0,2,23,48,8,23,13,25,8,12,7,63,8,30,9,25,0,4,8,21,48,17,55,38,103
2023-891-2023-1-4-rb56-v0am,pune,/en/scores/stats-centre/archive/2023/891/qs013,01:53:06,113,rb56,251,5,3,48,78,34,48,14,30,3,7,14,159,18,55,23,40,5,15,14,48,78,41,95,89,173,v0am,234,8,1,55,95,37,55,17,40,10,15,14,168,14,48,16,30,4,7,14,54,95,30,78,84,173
2023-891-2023-1-3-mm66-i0a7,pune,/en/scores/stats-centre/archive/2023/891/qs015,01:14:39,74,mm66,262,3,1,31,48,23,31,8,17,1,3,8,295,15,30,11,14,6,6,9,31,48,26,44,57,92,i0a7,174,2,0,30,44,15,30,3,14,0,6,9,170,8,31,9,17,2,3,8,18,44,17,48,35,92
2023-891-2023-1-2-bf55-h928,pune,/en/scores/stats-centre/archive/2023/891/qs011,01:07:23,67,bf55,279,6,2,25,41,15,25,13,16,2,4,8,222,27,47,13,25,6,16,8,28,41,40,72,68,113,h928,181,4,4,47,72,20,47,12,25,10,16,8,134,10,25,3,16,2,4,8,32,72,13,41,45,113
2023-891-2023-1-1-kh56-rb86,pune,/en/scores/stats-centre/archive/2023/891/qs008,01:46:48,106,kh56,301,6,2,51,77,44,51,14,26,2,3,14,172,13,36,18,37,5,11,12,58,77,31,73,89,150,rb86,222,0,3,36,73,23,36,19,37,6,11,12,100,7,51,12,26,1,3,14,42,73,19,77,61,150
2023-301-2023-7-1-g628-n771,auckland,/en/scores/stats-centre/archive/2023/301/ms001,02:27:01,147,g628,260,3,2,44,88,36,44,21,44,6,9,15,157,16,52,17,34,4,8,15,57,88,33,86,90,174,n771,255,8,2,52,86,36,52,17,34,4,8,15,124,8,44,23,44,3,9,15,53,86,31,88,84,174
2023-301-2023-6-2-n771-b0cd,auckland,/en/scores/stats-centre/archive/2023/301/ms003,01:38:34,98,n771,308,3,0,31,48,27,31,11,17,3,4,10,160,17,43,16,30,3,9,9,38,48,33,73,71,121,b0cd,235,4,0,43,73,26,43,14,30,6,9,9,83,4,31,6,17,1,4,10,40,73,10,48,50,121
2023-301-2023-5-4-n771-gc88,auckland,/en/scores/stats-centre/archive/2023/301/ms007,02:03:32,123,n771,286,5,4,64,88,45,64,12,24,5,6,13,222,24,53,13,27,6,7,14,57,88,37,80,94,168,gc88,232,6,0,53,80,29,53,14,27,1,7,14,104,19,64,12,24,1,6,13,43,80,31,88,74,168
2023-301-2023-5-3-b0cd-hb64,auckland,/en/scores/stats-centre/archive/2023/301/ms006,01:54:48,114,b0cd,273,2,2,49,82,37,49,18,33,3,5,12,157,10,43,16,32,2,3,12,55,82,26,75,81,157,hb64,272,13,3,43,75,33,43,16,32,1,3,12,127,12,49,15,33,2,5,12,49,75,27,82,76,157
2023-301-2023-5-2-g628-gb88,auckland,/en/scores/stats-centre/archive/2023/301/ms005,01:34:42,94,g628,237,6,3,37,61,26,37,10,24,0,4,11,219,17,37,18,27,6,13,10,36,61,35,64,71,125,gb88,187,8,2,37,64,20,37,9,27,7,13,10,224,11,37,14,24,4,4,11,29,64,25,61,54,125
2023-301-2023-5-1-lb66-db63,auckland,/en/scores/stats-centre/archive/2023/301/ms004,02:46:36,166,lb66,258,5,1,77,118,54,77,19,41,14,18,16,158,14,61,27,48,3,5,16,73,118,41,109,114,227,db63,260,8,3,61,109,47,61,21,48,2,5,16,131,23,77,22,41,4,18,16,68,109,45,118,113,227
2023-301-2023-4-8-db63-rh16,auckland,/en/scores/stats-centre/archive/2023/301/ms008,02:07:29,127,db63,308,18,1,67,98,49,67,21,31,6,7,15,97,13,62,13,29,1,4,15,70,98,26,91,96,189,rh16,298,10,4,62,91,49,62,16,29,3,4,15,80,18,67,10,31,1,7,15,65,91,28,98,93,189
2023-301-2023-4-7-n771-l0bv,auckland,/en/scores/stats-centre/archive/2023/301/ms015,02:45:11,165,n771,305,4,1,64,98,42,64,27,34,3,4,16,131,21,68,18,34,3,11,15,69,98,39,102,108,200,l0bv,265,6,0,68,102,47,68,16,34,8,11,15,86,22,64,7,34,1,4,16,63,102,29,98,92,200
2023-301-2023-4-6-b0cd-sm37,auckland,/en/scores/stats-centre/archive/2023/301/ms013,00:48:19,48,b0cd,295,0,0,15,26,11,15,7,11,0,0,4,230,9,17,3,5,2,4,3,18,26,12,22,30,48,sm37,197,0,1,17,22,8,17,2,5,2,4,3,63,4,15,4,11,0,0,4,10,22,8,26,18,48
2023-301-2023-4-5-g628-sh90,auckland,/en/scores/stats-centre/archive/2023/301/ms010,01:37:12,97,g628,308,7,1,35,60,29,35,16,25,2,2,10,147,13,42,13,23,2,5,10,45,60,26,65,71,125,sh90,256,1,4,42,65,29,42,10,23,3,5,10,53,6,35,9,25,0,2,10,39,65,15,60,54,125
2023-301-2023-4-4-gc88-w09g,auckland,/en/scores/stats-centre/archive/2023/301/ms014,01:34:09,94,gc88,329,3,1,37,52,31,37,11,15,2,2,10,123,17,47,13,29,2,9,10,42,52,30,76,72,128,w09g,264,7,1,47,76,30,47,16,29,7,9,10,43,6,37,4,15,0,2,10,46,76,10,52,56,128
2023-301-2023-4-3-gb88-e865,auckland,/en/scores/stats-centre/archive/2023/301/ms011,01:20:04,80,gb88,295,7,1,43,59,35,43,6,16,6,6,9,170,14,45,13,18,3,9,9,41,59,27,63,68,122,e865,239,12,3,45,63,31,45,5,18,6,9,9,81,8,43,10,16,0,6,9,36,63,18,59,54,122
2023-301-2023-4-2-hb64-s0s1,auckland,/en/scores/stats-centre/archive/2023/301/ms012,01:07:35,67,hb64,334,10,2,32,42,30,32,6,10,0,0,9,173,12,35,11,19,3,7,8,36,42,23,54,59,96,s0s1,236,8,7,35,54,23,35,8,19,4,7,8,46,2,32,4,10,0,0,9,31,54,6,42,37,96
